title,article_link,category,date,page
"Cek Fakta: Seorang ulama diserang di Pancoran, Jakarta?",https://www.antaranews.com/berita/1817416/cek-fakta-seorang-ulama-diserang-di-pancoran-jakarta,Metro, 2 November 2020 21:23,58
Pemilik SIM C dapat bantuan tiga bulan? Ini penjelasannya,https://www.antaranews.com/berita/1815356/pemilik-sim-c-dapat-bantuan-tiga-bulan-ini-penjelasannya,Humaniora, 1 November 2020 18:43,58
48 orang meninggal di Korsel usai divaksin Corona? Ini faktanya,https://www.antaranews.com/berita/1813169/48-orang-meninggal-di-korsel-usai-divaksin-corona-ini-faktanya,Dunia, 30 Oktober 2020 21:39,58
Miras berlabel halal beredar di Indonesia? Cek faktanya!,https://www.antaranews.com/berita/1812033/miras-berlabel-halal-beredar-di-indonesia-cek-faktanya,Humaniora, 30 Oktober 2020 08:44,58
"Hoaks, COVID-19 disebut sebagai flu biasa",https://www.antaranews.com/berita/1810193/hoaks-covid-19-disebut-sebagai-flu-biasa,Humaniora, 28 Oktober 2020 21:16,58
Pogba keluar dari Timnas Prancis karena komentar Presiden Macron? Ini faktanya,https://www.antaranews.com/berita/1806961/pogba-keluar-dari-timnas-prancis-karena-komentar-presiden-macron-ini-faktanya,Sepakbola, 27 Oktober 2020 14:22,58
Cek Fakta: Benarkah tidak pakai masker SNI akan didenda?,https://www.antaranews.com/berita/1805897/cek-fakta-benarkah-tidak-pakai-masker-sni-akan-didenda,Humaniora, 26 Oktober 2020 21:41,58
WHO tangkal informasi menyesatkan COVID-19 lewat Wikipedia,https://www.antaranews.com/berita/1804317/who-tangkal-informasi-menyesatkan-covid-19-lewat-wikipedia,Dunia, 26 Oktober 2020 09:23,58
Pemerintah gelar Internet gratis bersyarat isi data diri? Ini penjelasannya,https://www.antaranews.com/berita/1803289/pemerintah-gelar-internet-gratis-bersyarat-isi-data-diri-ini-penjelasannya,Tekno, 25 Oktober 2020 09:48,59
"Hoaks, pesan pendataan imunisasi COVID-19",https://www.antaranews.com/berita/1801465/hoaks-pesan-pendataan-imunisasi-covid-19,Humaniora, 23 Oktober 2020 22:25,59
Pria di Suriah dihukum mati karena bukan muslim? Ini penjelasannya,https://www.antaranews.com/berita/1800005/pria-di-suriah-dihukum-mati-karena-bukan-muslim-ini-penjelasannya,Dunia, 23 Oktober 2020 10:11,59
MK gagalkan omnibus law setelah Jokowi dicecar mahasiswa? Ini faktanya,https://www.antaranews.com/berita/1799513/mk-gagalkan-omnibus-law-setelah-jokowi-dicecar-mahasiswa-ini-faktanya,Hukum, 22 Oktober 2020 22:42,59
Cek fakta: Vaksin COVID-19 dapat merusak DNA seseorang?,https://www.antaranews.com/berita/1797297/cek-fakta-vaksin-covid-19-dapat-merusak-dna-seseorang,Humaniora, 22 Oktober 2020 00:06,59
Perwira polisi nyamar jadi mahasiswa buat demo rusuh? Ini penjelasannya,https://www.antaranews.com/berita/1796069/perwira-polisi-nyamar-jadi-mahasiswa-buat-demo-rusuh-ini-penjelasannya,Hukum, 21 Oktober 2020 15:13,59
"Bioskop kembali dibuka, tapi pengunjung harus keluar tiap 30 menit? Cek faktanya!",https://www.antaranews.com/berita/1795049/bioskop-kembali-dibuka-tapi-pengunjung-harus-keluar-tiap-30-menit-cek-faktanya,Lifestyle, 20 Oktober 2020 22:52,59
Tidak ada berita polisi terluka saat amankan demo? Ini faktanya,https://www.antaranews.com/berita/1793065/tidak-ada-berita-polisi-terluka-saat-amankan-demo-ini-faktanya,Politik, 20 Oktober 2020 09:41,59
Tidak ada pedemo yang positif COVID-19? Cek faktanya,https://www.antaranews.com/berita/1792641/tidak-ada-pedemo-yang-positif-covid-19-cek-faktanya,Humaniora, 19 Oktober 2020 22:22,59
"Hoaks, kabar Hamzah Haz meninggal dunia",https://www.antaranews.com/berita/1792113/hoaks-kabar-hamzah-haz-meninggal-dunia,Politik, 19 Oktober 2020 18:11,59
Luhut sebut demo penolakan UU Ciptaker untuk serobot kursi Presiden? Ini faktanya,https://www.antaranews.com/berita/1790393/luhut-sebut-demo-penolakan-uu-ciptaker-untuk-serobot-kursi-presiden-ini-faktanya,Politik, 18 Oktober 2020 19:14,60
Cek fakta: WHO keluarkan daftar perilaku yang merusak otak?,https://www.antaranews.com/berita/1789761/cek-fakta-who-keluarkan-daftar-perilaku-yang-merusak-otak,Lifestyle, 18 Oktober 2020 10:29,60
Vaksin COVID-19 di Brazil hanya Rp28 ribu? Cek faktanya!,https://www.antaranews.com/berita/1788509/vaksin-covid-19-di-brazil-hanya-rp28-ribu-cek-faktanya,Dunia, 17 Oktober 2020 10:18,60
Aktivitas telepon dan medsos dipantau BSSN? Ini penjelasannya,https://www.antaranews.com/berita/1786525/aktivitas-telepon-dan-medsos-dipantau-bssn-ini-penjelasannya,Politik, 16 Oktober 2020 09:06,60
"Cegah hoaks, Facebook juga hapus iklan antivaksin COVID-19",https://www.antaranews.com/berita/1784357/cegah-hoaks-facebook-juga-hapus-iklan-antivaksin-covid-19,Tekno, 15 Oktober 2020 09:18,60
"Hoaks, ada penjarahan di Thamrin City Jakarta!",https://www.antaranews.com/berita/1783821/hoaks-ada-penjarahan-di-thamrin-city-jakarta,Metro, 14 Oktober 2020 22:01,60
Nomor IMEI dapat deteksi ponsel disadap? Ini faktanya,https://www.antaranews.com/berita/1781621/nomor-imei-dapat-deteksi-ponsel-disadap-ini-faktanya,Tekno, 13 Oktober 2020 21:15,60
Jakarta berlakukan sekolah tatap muka pada PSBB Transisi? Ini penjelasannya,https://www.antaranews.com/berita/1780077/jakarta-berlakukan-sekolah-tatap-muka-pada-psbb-transisi-ini-penjelasannya,Metro, 13 Oktober 2020 10:35,60
Cek fakta: MUI larang penggunaan vaksin COVID-19 dari China?,https://www.antaranews.com/berita/1778961/cek-fakta-mui-larang-penggunaan-vaksin-covid-19-dari-china,Humaniora, 12 Oktober 2020 17:51,60
"Hoaks, daftar kartu prakerja lewat situs prakerja.vip",https://www.antaranews.com/berita/1777449/hoaks-daftar-kartu-prakerja-lewat-situs-prakerjavip,Humaniora, 11 Oktober 2020 20:35,60
Sultan Yogyakarta dukung buruh hingga perusahaan bisa PHK karyawan masuk daftar hoaks RUU Cipta Kerja,https://www.antaranews.com/berita/1776149/sultan-yogyakarta-dukung-buruh-hingga-perusahaan-bisa-phk-karyawan-masuk-daftar-hoaks-ruu-cipta-kerja,Ekonomi, 10 Oktober 2020 17:47,61
Luhut melarikan diri ke China? Cek faktanya!,https://www.antaranews.com/berita/1775633/luhut-melarikan-diri-ke-china-cek-faktanya,Politik, 10 Oktober 2020 11:08,61
Rumah Puan Maharani dibakar pendemo? Ini faktanya,https://www.antaranews.com/berita/1775053/rumah-puan-maharani-dibakar-pendemo-ini-faktanya,Politik, 9 Oktober 2020 21:24,61
Cek fakta: Benarkah aksi dalam video ini dilakukan anak STM atau mahasiswa?,https://www.antaranews.com/berita/1773541/cek-fakta-benarkah-aksi-dalam-video-ini-dilakukan-anak-stm-atau-mahasiswa,Metro, 9 Oktober 2020 10:41,61
Cek fakta: Buruh batalkan aksi mogok nasional pada 6-8 Oktober?,https://www.antaranews.com/berita/1766865/cek-fakta-buruh-batalkan-aksi-mogok-nasional-pada-6-8-oktober,Metro, 6 Oktober 2020 11:33,61
Hirup uap air bisa bunuh virus Corona? Ini penjelasannya,https://www.antaranews.com/berita/1766821/hirup-uap-air-bisa-bunuh-virus-corona-ini-penjelasannya,Humaniora, 6 Oktober 2020 10:35,61
The Simpsons ramalkan kematian Donald Trump? Ini penjelasannya,https://www.antaranews.com/berita/1766245/the-simpsons-ramalkan-kematian-donald-trump-ini-penjelasannya,Dunia, 5 Oktober 2020 22:29,61
Cek Fakta: Tim sukses Trump galang dana demi kesembuhan dari COVID-19?,https://www.antaranews.com/berita/1764021/cek-fakta-tim-sukses-trump-galang-dana-demi-kesembuhan-dari-covid-19,Dunia, 4 Oktober 2020 20:34,61
Bill Gates katakan vaksin syarat bergerak? Ini faktanya,https://www.antaranews.com/berita/1762341/bill-gates-katakan-vaksin-syarat-bergerak-ini-faktanya,Dunia, 3 Oktober 2020 13:16,61
Cek Fakta: Penculikan anak berumur 1-12 tahun sedang marak?,https://www.antaranews.com/berita/1761101/cek-fakta-penculikan-anak-berumur-1-12-tahun-sedang-marak,Hukum, 2 Oktober 2020 18:10,61
"Hoaks, foto satu kota meninggal di China karena azab",https://www.antaranews.com/berita/1757681/hoaks-foto-satu-kota-meninggal-di-china-karena-azab,Dunia, 1 Oktober 2020 09:53,62
Cek Fakta: BPJS berikan bantuan Rp4 juta per keluarga?,https://www.antaranews.com/berita/1756957/cek-fakta-bpjs-berikan-bantuan-rp4-juta-per-keluarga,Humaniora, 30 September 2020 20:00,62
"Indomie dikirim pakai ""drone"" di Nigeria? Ini penjelasannya",https://www.antaranews.com/berita/1755565/indomie-dikirim-pakai-drone-di-nigeria-ini-penjelasannya,Dunia, 30 September 2020 10:17,62
Waspada ajakan masuk grup tawarkan vaksin COVID-19!,https://www.antaranews.com/berita/1753293/waspada-ajakan-masuk-grup-tawarkan-vaksin-covid-19,Humaniora, 29 September 2020 10:37,62
Cek Fakta: Vaksin Sinovac mengandung babi dan racun berbahaya?,https://www.antaranews.com/berita/1752709/cek-fakta-vaksin-sinovac-mengandung-babi-dan-racun-berbahaya,Humaniora, 28 September 2020 21:32,62
Benarkah ijazah Jokowi palsu? Cek faktanya,https://www.antaranews.com/berita/1750845/benarkah-ijazah-jokowi-palsu-cek-faktanya,Politik, 27 September 2020 22:36,62
Tim medis Indonesia mengubur jenazah COVID-19 layaknya binatang? Ini faktanya,https://www.antaranews.com/berita/1749697/tim-medis-indonesia-mengubur-jenazah-covid-19-layaknya-binatang-ini-faktanya,Humaniora, 26 September 2020 20:32,62
Cek Fakta: Megawati pidato di podium berlogo palu arit didampingi Jokowi?,https://www.antaranews.com/berita/1747793/cek-fakta-megawati-pidato-di-podium-berlogo-palu-arit-didampingi-jokowi,Politik, 25 September 2020 17:25,62
Waspada hoaks Adidas bagi-bagi sepatu gratis!,https://www.antaranews.com/berita/1745509/waspada-hoaks-adidas-bagi-bagi-sepatu-gratis,Lifestyle, 24 September 2020 17:28,62
"Hoaks, Elvy Sukaesih dikabarkan meninggal dunia karena COVID-19",https://www.antaranews.com/berita/1743773/hoaks-elvy-sukaesih-dikabarkan-meninggal-dunia-karena-covid-19,Hiburan, 23 September 2020 21:19,62
"Hoaks, video rumah-mobil hanyut ini bukan banjir Sukabumi",https://www.antaranews.com/berita/1741265/hoaks-video-rumah-mobil-hanyut-ini-bukan-banjir-sukabumi,Humaniora, 22 September 2020 20:08,63
Pemerintah tunda Pilkada Serentak 2020? Ini penjelasannya,https://www.antaranews.com/berita/1739773/pemerintah-tunda-pilkada-serentak-2020-ini-penjelasannya,Politik, 22 September 2020 08:33,63
"Cek Fakta: pelarangan masker ""scuba"" adalah politik dagang?",https://www.antaranews.com/berita/1739217/cek-fakta-pelarangan-masker-scuba-adalah-politik-dagang,Humaniora, 21 September 2020 20:54,63
200 orang di apartemen Rusia meninggal karena COVID-19? Ini penjelasannya,https://www.antaranews.com/berita/1737009/200-orang-di-apartemen-rusia-meninggal-karena-covid-19-ini-penjelasannya,Dunia, 20 September 2020 18:12,63
Surat pengangkatan CPNS jalur khusus oleh Kementerian PAN-RB? Ini faktanya,https://www.antaranews.com/berita/1735917/surat-pengangkatan-cpns-jalur-khusus-oleh-kementerian-pan-rb-ini-faktanya,Politik, 19 September 2020 19:27,63
"Hoaks, istri Sekda DKI Jakarta dirawat di ICU",https://www.antaranews.com/berita/1734729/hoaks-istri-sekda-dki-jakarta-dirawat-di-icu,Metro, 18 September 2020 21:13,63
Cek Fakta: Penusuk Syekh Ali Jaber dibebaskan?,https://www.antaranews.com/berita/1732798/cek-fakta-penusuk-syekh-ali-jaber-dibebaskan,Hukum, 17 September 2020 22:06,63
Cek Fakta: Lingkaran merah di tabung LPG adalah indikator ledakan?,https://www.antaranews.com/berita/1729994/cek-fakta-lingkaran-merah-di-tabung-lpg-adalah-indikator-ledakan,Ekonomi, 16 September 2020 18:03,63
Ada pembagian masker yang diberi bius? Cek faktanya,https://www.antaranews.com/berita/1728338/ada-pembagian-masker-yang-diberi-bius-cek-faktanya,Metro, 15 September 2020 21:51,63
PSBB Jakarta merupakan instruksi KAMI kepada Anies? Ini faktanya,https://www.antaranews.com/berita/1727630/psbb-jakarta-merupakan-instruksi-kami-kepada-anies-ini-faktanya,Metro, 15 September 2020 17:34,63
Cek Fakta: Polri berikan kiat blokir penipuan SMS?,https://www.antaranews.com/berita/1726198/cek-fakta-polri-berikan-kiat-blokir-penipuan-sms,Hukum, 14 September 2020 22:27,64
Indonesia larang WNA masuk saat corona kecuali TKA China? Ini penjelasannya,https://www.antaranews.com/berita/1723658/indonesia-larang-wna-masuk-saat-corona-kecuali-tka-china-ini-penjelasannya,Politik, 13 September 2020 19:04,64
Cek Fakta: Vaksin Sinovac justru membuat relawan terjangkit COVID-19?,https://www.antaranews.com/berita/1721814/cek-fakta-vaksin-sinovac-justru-membuat-relawan-terjangkit-covid-19,Humaniora, 12 September 2020 10:30,64
Jokowi minta semua gubernur tiru kerja Anies selamatkan ekonomi? Ini faktanya,https://www.antaranews.com/berita/1721102/jokowi-minta-semua-gubernur-tiru-kerja-anies-selamatkan-ekonomi-ini-faktanya,Ekonomi, 11 September 2020 19:14,64
Wisma Atlet Kemayoran sudah penuh terisi? Ini penjelasannya,https://www.antaranews.com/berita/1719350/wisma-atlet-kemayoran-sudah-penuh-terisi-ini-penjelasannya,Metro, 10 September 2020 21:44,64
Ustaz Abdul Somad haramkan Facebook? Ini penjelasannya,https://www.antaranews.com/berita/1717378/ustaz-abdul-somad-haramkan-facebook-ini-penjelasannya,Humaniora, 10 September 2020 08:40,64
Penggabungan NPWP-NIK untuk kenakan pajak semua penduduk? Ini faktanya,https://www.antaranews.com/berita/1716398/penggabungan-npwp-nik-untuk-kenakan-pajak-semua-penduduk-ini-faktanya,Ekonomi, 9 September 2020 18:49,64
Cek Fakta: Bendera PDI Perjuangan dilarang di Sumatera Barat?,https://www.antaranews.com/berita/1714410/cek-fakta-bendera-pdi-perjuangan-dilarang-di-sumatera-barat,Politik, 8 September 2020 20:07,64
Rocky Gerung disebut mualaf karena gunakan peci dan sarung? Ini faktanya,https://www.antaranews.com/berita/1711654/rocky-gerung-disebut-mualaf-karena-gunakan-peci-dan-sarung-ini-faktanya,Politik, 7 September 2020 17:01,64
Progesterex adalah obat untuk mensterilkan perempuan? Cek faktanya,https://www.antaranews.com/berita/1710366/progesterex-adalah-obat-untuk-mensterilkan-perempuan-cek-faktanya,Humaniora, 6 September 2020 21:54,64
Cek Fakta: PDIP buka opsi bubarkan MUI?,https://www.antaranews.com/berita/1709430/cek-fakta-pdip-buka-opsi-bubarkan-mui,Politik, 5 September 2020 23:31,65
Anak-anak yang berkerumun malam hari akan dirazia? Ini faktanya,https://www.antaranews.com/berita/1707950/anak-anak-yang-berkerumun-malam-hari-akan-dirazia-ini-faktanya,Hukum, 4 September 2020 22:12,65
Pertamina akan hapus Premium dan Pertalite? Ini penjelasannya,https://www.antaranews.com/berita/1705610/pertamina-akan-hapus-premium-dan-pertalite-ini-penjelasannya,Ekonomi, 3 September 2020 20:47,65
BP2MI berikan santunan untuk pekerja migran di UEA? Ini faktanya,https://www.antaranews.com/berita/1703454/bp2mi-berikan-santunan-untuk-pekerja-migran-di-uea-ini-faktanya,Humaniora, 2 September 2020 21:43,65
BRI berikan bantuan COVID-19 melalui virtual account? Ini faktanya,https://www.antaranews.com/berita/1698398/bri-berikan-bantuan-covid-19-melalui-virtual-account-ini-faktanya,Ekonomi, 31 Agustus 2020 16:55,65
Erick Thohir sebut Ahok tidak akan dicopot dari Pertamina? Ini penjelasannya,https://www.antaranews.com/berita/1697134/erick-thohir-sebut-ahok-tidak-akan-dicopot-dari-pertamina-ini-penjelasannya,Ekonomi, 30 Agustus 2020 20:03,65
Cek Fakta: Majalah Italia pada 1962 telah memprediksi kehidupan saat pandemi COVID-19?,https://www.antaranews.com/berita/1696230/cek-fakta-majalah-italia-pada-1962-telah-memprediksi-kehidupan-saat-pandemi-covid-19,Dunia, 29 Agustus 2020 23:49,65
Gatot Nurmantyo janji berikan Rp5 juta per jiwa jika jadi presiden? Ini faktanya,https://www.antaranews.com/berita/1694722/gatot-nurmantyo-janji-berikan-rp5-juta-per-jiwa-jika-jadi-presiden-ini-faktanya,Politik, 28 Agustus 2020 21:29,65
Anak muda kebal COVID-19? Ini faktanya,https://www.antaranews.com/berita/1692826/anak-muda-kebal-covid-19-ini-faktanya,Lifestyle, 27 Agustus 2020 23:14,65
"Hoaks, akun Twitter yang mengatasnamakan Tommy Soeharto",https://www.antaranews.com/berita/1690554/hoaks-akun-twitter-yang-mengatasnamakan-tommy-soeharto,Politik, 26 Agustus 2020 22:43,65
Uang pangkal di Undip mencapai Rp87 miliar? Ini faktanya,https://www.antaranews.com/berita/1688250/uang-pangkal-di-undip-mencapai-rp87-miliar-ini-faktanya,Humaniora, 25 Agustus 2020 22:15,66
"Hoaks, formulir daring pendaftaran Kartu Indonesia Pintar",https://www.antaranews.com/berita/1686622/hoaks-formulir-daring-pendaftaran-kartu-indonesia-pintar,Humaniora, 25 Agustus 2020 10:53,66
Cek Fakta: Luhut minta kasus korupsi diputihkan setelah kebakaran gedung Kejaksaan Agung?,https://www.antaranews.com/berita/1686050/cek-fakta-luhut-minta-kasus-korupsi-diputihkan-setelah-kebakaran-gedung-kejaksaan-agung,Hukum, 24 Agustus 2020 21:56,66
Berkas-arsip perkara hukum hangus dalam kebakaran gedung Kejaksaan Agung? Ini penjelasannya,https://www.antaranews.com/berita/1683498/berkas-arsip-perkara-hukum-hangus-dalam-kebakaran-gedung-kejaksaan-agung-ini-penjelasannya,Hukum, 23 Agustus 2020 16:19,66
Jokowi mengukur baju karya Ivan Gunawan? Cek faktanya,https://www.antaranews.com/berita/1682946/jokowi-mengukur-baju-karya-ivan-gunawan-cek-faktanya,Lifestyle, 22 Agustus 2020 23:40,66
Gerindra usung Ahmad Dhani dalam pilkada Pasuruan? Ini penjelasannya,https://www.antaranews.com/berita/1679070/gerindra-usung-ahmad-dhani-dalam-pilkada-pasuruan-ini-penjelasannya,Politik, 20 Agustus 2020 10:28,66
Megawati mau ubah Pancasila? Ini faktanya,https://www.antaranews.com/berita/1678442/megawati-mau-ubah-pancasila-ini-faktanya,Politik, 19 Agustus 2020 21:14,66
Cek Fakta: Benarkah uang baru Rp75 ribu hanya sebagai cendera mata?,https://www.antaranews.com/berita/1676230/cek-fakta-benarkah-uang-baru-rp75-ribu-hanya-sebagai-cendera-mata,Ekonomi, 18 Agustus 2020 21:08,66
"Hoax, pakaian adat China dalam gambar uang kertas Rp75.000",https://www.antaranews.com/berita/1675022/hoax-pakaian-adat-china-dalam-gambar-uang-kertas-rp75000,Ekonomi, 18 Agustus 2020 13:12,66
Kembang api Olimpiade Tokyo 2020 dinyalakan meski perhelatannya dibatalkan? Cek faktanya,https://www.antaranews.com/berita/1673042/kembang-api-olimpiade-tokyo-2020-dinyalakan-meski-perhelatannya-dibatalkan-cek-faktanya,Olahraga, 17 Agustus 2020 12:37,66
"Campuran air kelapa, jeruk nipis, dan garam dapat obati COVID-19? Ini faktanya",https://www.antaranews.com/berita/1672102/campuran-air-kelapa-jeruk-nipis-dan-garam-dapat-obati-covid-19-ini-faktanya,Lifestyle, 16 Agustus 2020 19:24,67
"Hoaks, boneka Annabelle kabur dari Museum Warren Occult",https://www.antaranews.com/berita/1671186/hoaks-boneka-annabelle-kabur-dari-museum-warren-occult,Hiburan, 15 Agustus 2020 21:55,67
Cek Fakta: Luhut Panjaitan sebut arak Bali dapat turunkan jumlah penderita COVID-19?,https://www.antaranews.com/berita/1669922/cek-fakta-luhut-panjaitan-sebut-arak-bali-dapat-turunkan-jumlah-penderita-covid-19,Humaniora, 14 Agustus 2020 22:41,67
Virus corona sengaja disebarkan dokter-apoteker Indonesia? Cek faktanya,https://www.antaranews.com/berita/1667558/virus-corona-sengaja-disebarkan-dokter-apoteker-indonesia-cek-faktanya,Humaniora, 14 Agustus 2020 01:30,67
BIN nyatakan DKI Jakarta zona hitam COVID-19? Ini penjelasannya,https://www.antaranews.com/berita/1664962/bin-nyatakan-dki-jakarta-zona-hitam-covid-19-ini-penjelasannya,Metro, 12 Agustus 2020 19:37,67
Cek Fakta: Ayah Habib Rizieq Shihab pernah berfoto dengan Presiden Sukarno dan Jenderal Sudirman?,https://www.antaranews.com/berita/1663718/cek-fakta-ayah-habib-rizieq-shihab-pernah-berfoto-dengan-presiden-sukarno-dan-jenderal-sudirman,Politik, 12 Agustus 2020 12:47,67
"Jokowi berpidato ""Negara Tidak Pernah Berutang, Hanya Melakukan Pinjaman Luar Negeri""? Cek faktanya",https://www.antaranews.com/berita/1661926/jokowi-berpidato-negara-tidak-pernah-berutang-hanya-melakukan-pinjaman-luar-negeri-cek-faktanya,Ekonomi, 11 Agustus 2020 16:21,67
Cek Fakta: Logo HUT ke-75 RI memuat lambang salib?,https://www.antaranews.com/berita/1660914/cek-fakta-logo-hut-ke-75-ri-memuat-lambang-salib,Politik, 11 Agustus 2020 08:46,67
Muhammadiyah tidak lagi mau menerima bantuan dari pemerintah? Ini faktanya,https://www.antaranews.com/berita/1659942/muhammadiyah-tidak-lagi-mau-menerima-bantuan-dari-pemerintah-ini-faktanya,Humaniora, 10 Agustus 2020 18:12,67
"Cek Fakta: ""The Simpsons"" sudah prediksi ledakan Beirut?",https://www.antaranews.com/berita/1658586/cek-fakta-the-simpsons-sudah-prediksi-ledakan-beirut,Dunia, 9 Agustus 2020 23:01,67
Pedagang Pasar Mayestik meninggal akibat COVID-19? Cek faktanya,https://www.antaranews.com/berita/1656014/pedagang-pasar-mayestik-meninggal-akibat-covid-19-cek-faktanya,Metro, 7 Agustus 2020 21:48,68
Cek Fakta: Benarkah mahasiswi Universitas Brawijaya meneliti bentuk kaki wanita?,https://www.antaranews.com/berita/1652286/cek-fakta-benarkah-mahasiswi-universitas-brawijaya-meneliti-bentuk-kaki-wanita,Humaniora, 6 Agustus 2020 11:59,68
"Hoaks, video pembakaran kantor polisi di Kendari karena warga tolak TKA China",https://www.antaranews.com/berita/1649538/hoaks-video-pembakaran-kantor-polisi-di-kendari-karena-warga-tolak-tka-china,Hukum, 4 Agustus 2020 22:10,68
"Cek Fakta: Korban meninggal akibat COVID-19 di dunia mencapai 1,6 juta jiwa?",https://www.antaranews.com/berita/1646938/cek-fakta-korban-meninggal-akibat-covid-19-di-dunia-mencapai-16-juta-jiwa,Dunia, 3 Agustus 2020 18:21,68
Nadiem terapkan pembelajaran jarak jauh demi keuntungan pribadi? Ini faktanya,https://www.antaranews.com/berita/1645262/nadiem-terapkan-pembelajaran-jarak-jauh-demi-keuntungan-pribadi-ini-faktanya,Humaniora, 2 Agustus 2020 16:27,68
Cek Fakta: Apakah polisi menangkap Djoko Tjandra yang asli?,https://www.antaranews.com/berita/1644262/cek-fakta-apakah-polisi-menangkap-djoko-tjandra-yang-asli,Hukum, 1 Agustus 2020 14:50,68
Pria berbaju militer dengan logo palu-arit disebut ayah Jokowi? Simak faktanya,https://www.antaranews.com/berita/1642658/pria-berbaju-militer-dengan-logo-palu-arit-disebut-ayah-jokowi-simak-faktanya,Politik, 31 Juli 2020 09:15,68
Cek Fakta: Belasan karyawan Transmart Palembang positif COVID-19?,https://www.antaranews.com/berita/1639946/cek-fakta-belasan-karyawan-transmart-palembang-positif-covid-19,Ekonomi, 29 Juli 2020 20:26,68
Jokowi dapat Youtube Silver Play Button terkait COVID-19? Cek faktanya,https://www.antaranews.com/berita/1637150/jokowi-dapat-youtube-silver-play-button-terkait-covid-19-cek-faktanya,Politik, 28 Juli 2020 15:46,68
Banyak karyawan Citos terpapar COVID-19? Ini faktanya,https://www.antaranews.com/berita/1635722/banyak-karyawan-citos-terpapar-covid-19-ini-faktanya,Lifestyle, 27 Juli 2020 19:49,68
Cek Fakta: NASA temukan zodiak baru Ophiuchus?,https://www.antaranews.com/berita/1635238/cek-fakta-nasa-temukan-zodiak-baru-ophiuchus,Tekno, 27 Juli 2020 16:23,69
Tes usap untuk mengetahui COVID-19 dapat merusak otak? Ini penjelasannya,https://www.antaranews.com/berita/1633938/tes-usap-untuk-mengetahui-covid-19-dapat-merusak-otak-ini-penjelasannya,Humaniora, 26 Juli 2020 18:56,69
"Hoaks, Ketua KPU RI punya akun baru Facebook",https://www.antaranews.com/berita/1632698/hoaks-ketua-kpu-ri-punya-akun-baru-facebook,Politik, 25 Juli 2020 17:02,69
"Hoaks, bus masuk sungai di KM 76 tol Cikopo",https://www.antaranews.com/berita/1631754/hoaks-bus-masuk-sungai-di-km-76-tol-cikopo,Metro, 24 Juli 2020 21:42,69
Cek Fakta: Wapres minta guru honorer maklumi gaji kecil dengan imbalan surga,https://www.antaranews.com/berita/1629774/cek-fakta-wapres-minta-guru-honorer-maklumi-gaji-kecil-dengan-imbalan-surga,Politik, 23 Juli 2020 22:07,69
"Hoaks, TKI di Hong Kong-Arab Saudi terima sumbangan Rp275 triliun",https://www.antaranews.com/berita/1627738/hoaks-tki-di-hong-kong-arab-saudi-terima-sumbangan-rp275-triliun,Ekonomi, 23 Juli 2020 09:11,69
Gaji ASN di daerah akan tertunda dan dirapel? Cek faktanya,https://www.antaranews.com/berita/1624878/gaji-asn-di-daerah-akan-tertunda-dan-dirapel-cek-faktanya,Politik, 21 Juli 2020 22:18,69
Cek Fakta: Radiasi Thermo Gun dapat merusak jaringan otak?,https://www.antaranews.com/berita/1622610/cek-fakta-radiasi-thermo-gun-dapat-merusak-jaringan-otak,Tekno, 20 Juli 2020 22:02,69
Benarkah penyebab kematian komedian Omas tak wajar? Ini faktanya,https://www.antaranews.com/berita/1622534/benarkah-penyebab-kematian-komedian-omas-tak-wajar-ini-faktanya,Hiburan, 20 Juli 2020 21:31,69
"Cek Fakta: Cegah pencurian PIN ATM, tekan tombol ""cancel"" dua kali",https://www.antaranews.com/berita/1620102/cek-fakta-cegah-pencurian-pin-atm-tekan-tombol-cancel-dua-kali,Ekonomi, 19 Juli 2020 18:19,69
Benarkah Palestina dihapus dari peta Google dan Apple? Ini penjelasannya,https://www.antaranews.com/berita/1618746/benarkah-palestina-dihapus-dari-peta-google-dan-apple-ini-penjelasannya,Dunia, 18 Juli 2020 16:19,70
"Hoaks, Hana Hanifah bikin video TikTok di kantor BIN?",https://www.antaranews.com/berita/1617754/hoaks-hana-hanifah-bikin-video-tiktok-di-kantor-bin,Hukum, 17 Juli 2020 21:27,70
Cek Fakta: Jemaah asal Padang tetap berangkat Haji 2020?,https://www.antaranews.com/berita/1614242/cek-fakta-jemaah-asal-padang-tetap-berangkat-haji-2020,Humaniora, 16 Juli 2020 15:38,70
Mulan Jameela mundur dari DPR RI? Cek faktanya,https://www.antaranews.com/berita/1612754/mulan-jameela-mundur-dari-dpr-ri-cek-faktanya,Politik, 15 Juli 2020 20:14,70
Cek Fakta: Mendikbud tiadakan pembelajaran tatap muka setelah pandemi COVID-19?,https://www.antaranews.com/berita/1611358/cek-fakta-mendikbud-tiadakan-pembelajaran-tatap-muka-setelah-pandemi-covid-19,Humaniora, 15 Juli 2020 10:30,70
Jokowi dalam bayang Denny Siregar di sampul Majalah Tempo? Ini faktanya,https://www.antaranews.com/berita/1610622/jokowi-dalam-bayang-denny-siregar-di-sampul-majalah-tempo-ini-faktanya,Politik, 14 Juli 2020 20:57,70
Cek Fakta: Jokowi tugaskan Prabowo bubarkan FPI?,https://www.antaranews.com/berita/1608434/cek-fakta-jokowi-tugaskan-prabowo-bubarkan-fpi,Politik, 13 Juli 2020 22:03,70
